dataset_id	enabled	title	organism	genome_build	counts_url	counts_filename	miniml_url	miniml_filename	annotation_url	annotation_filename	sample_id_field	feature_id_column	annotation_source_column	annotation_target_column	group_characteristic	covariates	condition_a_values	condition_b_values	condition_a_label	condition_b_label	signature_name	landing_page_url
GSE212201	true	MIF knockdown in PANC-1 pancreatic cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE212201&file=GSE212201_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE212201_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE212nnn/GSE212201/miniml/GSE212201_family.xml.tgz	GSE212201_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype	treatment	MIF knockdown	WT	mif_knockdown	wild_type	GSE212201_PANC1_MIF_knockdown_vs_wild_type	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212201
GSE215335	true	UT-143 treatment of 22RV1 prostate cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE215335&file=GSE215335_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE215335_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE215nnn/GSE215335/miniml/GSE215335_family.xml.tgz	GSE215335_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6632772,GSM6632773,GSM6632774	GSM6632769,GSM6632770,GSM6632771	ut143	vehicle	GSE215335_22RV1_UT143_vs_vehicle	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE215335
GSE217132	true	PFKFB4 knockout in MDA-MB-231 breast cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE217132&file=GSE217132_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE217132_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE217nnn/GSE217132/miniml/GSE217132_family.xml.tgz	GSE217132_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6705519,GSM6705520,GSM6705521	GSM6705516,GSM6705517,GSM6705518	pfkfb4_knockout	wild_type	GSE217132_MDA_MB_231_PFKFB4_knockout_vs_wild_type	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE217132
GSE221871	true	Physiological versus nutritive flow in proximal tubule epithelial cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE221871&file=GSE221871_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE221871_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE221nnn/GSE221871/miniml/GSE221871_family.xml.tgz	GSE221871_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6901160,GSM6901161,GSM6901162,GSM6901163	GSM6901165,GSM6901166,GSM6901167	physiological_flow	nutritive_flow	GSE221871_proximal_tubule_physiological_vs_nutritive_flow	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221871
GSE143365	true	ITNK versus T-cell transcriptional state	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE143365&file=GSE143365_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE143365_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143365/miniml/GSE143365_family.xml.tgz	GSE143365_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	cell type	tissue	ITNK cells	T cells	itnk_cells	t_cells	GSE143365_ITNK_vs_T_cells	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143365
GSE143957	true	circANRIL knockdown during RAF1-induced senescence	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE143957&file=GSE143957_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE143957_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143957/miniml/GSE143957_family.xml.tgz	GSE143957_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4277317,GSM4277319,GSM4277321,GSM4277323	GSM4277316,GSM4277318,GSM4277320,GSM4277322	circanril_knockdown	sirna_control	GSE143957_circANRIL_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE143957
GSE145249	true	PPM1G knockout in HCT116 colorectal cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE145249&file=GSE145249_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE145249_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145249/miniml/GSE145249_family.xml.tgz	GSE145249_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4310181,GSM4310182,GSM4310183	GSM4310178,GSM4310179,GSM4310180	ppm1g_knockout	control	GSE145249_HCT116_PPM1G_knockout_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE145249
GSE146640	false	Angelman syndrome versus healthy iPSC-derived neurons	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE146640&file=GSE146640_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE146640_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146640/miniml/GSE146640_family.xml.tgz	GSE146640_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	disease	reprogramming_method	Angelman syndrome	healthy control	angelman_syndrome	healthy_control	GSE146640_Angelman_neurons_vs_healthy	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE146640
GSE148171	true	Tuberculosis versus healthy PBMC	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE148171&file=GSE148171_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE148171_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148171/miniml/GSE148171_family.xml.tgz	GSE148171_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	disease state		tuberculosis	control	tuberculosis	healthy	GSE148171_PBMC_tuberculosis_vs_healthy	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE148171
GSE149413	false	Thrombus versus adventitial fibroblasts in CTEPH	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE149413&file=GSE149413_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE149413_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149413/miniml/GSE149413_family.xml.tgz	GSE149413_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	tissue	patient	Thrombus	Adventitia	thrombus_fibroblasts	adventitial_fibroblasts	GSE149413_CTEPH_thrombus_vs_adventitial_fibroblasts	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE149413
GSE150807	true	Enzalutamide-resistant versus parental LNCaP cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE150807&file=GSE150807_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE150807_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150807/miniml/GSE150807_family.xml.tgz	GSE150807_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	passages		15-18	0	enzalutamide_resistant	parental	GSE150807_LNCaP_enzalutamide_resistant_vs_parental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE150807
GSE151083	true	Enzalutamide-resistant versus control C42-B cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE151083&file=GSE151083_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE151083_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151083/miniml/GSE151083_family.xml.tgz	GSE151083_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	phenotype		enzalutamide resistant cells	control	enzalutamide_resistant	control	GSE151083_C42B_enzalutamide_resistant_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151083
GSE151280	false	Relaxin-2 response in OVCAR8 ovarian cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE151280&file=GSE151280_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE151280_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151280/miniml/GSE151280_family.xml.tgz	GSE151280_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		RLN2 (Phoenix Pharmaceuticals 035-62). 50ng/mL. 8h	Untreated control	rln2	untreated	GSE151280_OVCAR8_RLN2_vs_untreated	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151280
GSE155530	false	BACE2 knockdown in conjunctival melanoma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE155530&file=GSE155530_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE155530_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155530/miniml/GSE155530_family.xml.tgz	GSE155530_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	knockdown		BACE2	control	bace2_knockdown	control	GSE155530_conjunctival_melanoma_BACE2_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE155530
GSE159618	false	miR-424 perturbation in rheumatoid arthritis synovial fibroblasts	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE159618&file=GSE159618_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE159618_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159618/miniml/GSE159618_family.xml.tgz	GSE159618_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4835906,GSM4835907,GSM4835908,GSM4835909	GSM4835902,GSM4835903,GSM4835904,GSM4835905	mir424_perturbation	control	GSE159618_RA_fibroblast_miR424_perturbation_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159618
GSE159531	true	Enzalutamide-resistant versus parental VCaP prostate cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE159531&file=GSE159531_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE159531_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE159nnn/GSE159531/miniml/GSE159531_family.xml.tgz	GSE159531_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4832029,GSM4832030	GSM4832027,GSM4832028	enzalutamide_resistant	parental	GSE159531_VCaP_enzalutamide_resistant_vs_parental	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE159531
GSE160336	true	dCBP-1 treatment of MM.1S multiple myeloma cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE160336&file=GSE160336_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE160336_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160336/miniml/GSE160336_family.xml.tgz	GSE160336_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		dCBP-1	DMSO (control)	dcbp1	dmso	GSE160336_MM1S_dCBP1_vs_DMSO	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160336
GSE160990	true	Alisertib effect during TGF-beta response in MDA-MB-231 cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE160990&file=GSE160990_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE160990_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE160nnn/GSE160990/miniml/GSE160990_family.xml.tgz	GSE160990_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment		TGFB+Alisertib for 48 hrs	TGFβ for 48 hrs	tgfb_alisertib	tgfb	GSE160990_MDA_MB_231_TGFB_alisertib_vs_TGFB	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE160990
GSE161631	false	Active YAP rescue in TAZ-knockout gastric cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE161631&file=GSE161631_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE161631_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE161nnn/GSE161631/miniml/GSE161631_family.xml.tgz	GSE161631_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4911566,GSM4911567	GSM4911564,GSM4911565	active_yap	empty_vector	GSE161631_TAZKO_active_YAP_vs_empty_vector	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE161631
GSE164058	false	Fructose versus glucose response in human monocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE164058&file=GSE164058_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE164058_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE164nnn/GSE164058/miniml/GSE164058_family.xml.tgz	GSE164058_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__title__		Fructose 1,Fructose 2,Fructose 3	Glucose 1,Glucose 2,Glucose 3	fructose	glucose	GSE164058_monocyte_fructose_vs_glucose	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE164058
GSE195696	true	TET2 knockdown during endothelial-to-mesenchymal transition	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE195696&file=GSE195696_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE195696_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE195nnn/GSE195696/miniml/GSE195696_family.xml.tgz	GSE195696_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM5848511,GSM5848512,GSM5848513	GSM5848508,GSM5848509,GSM5848510	tet2_knockdown	sirna_control	GSE195696_HUVEC_TET2_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE195696
GSE200462	true	Long-term nonprogressor versus regular-progressor HIV PBMC	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE200462&file=GSE200462_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE200462_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE200nnn/GSE200462/miniml/GSE200462_family.xml.tgz	GSE200462_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	patient class		LTNP	Regular	long_term_nonprogressor	regular_progressor	GSE200462_HIV_LTN_progressor_vs_regular	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE200462
GSE201174	true	CAR versus wild-type macrophages during neuroblastoma co-culture	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE201174&file=GSE201174_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE201174_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE201nnn/GSE201174/miniml/GSE201174_family.xml.tgz	GSE201174_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6052092,GSM6052093,GSM6052094	GSM6052098,GSM6052099	car_macrophages	wild_type_macrophages	GSE201174_CAR_macrophage_vs_wild_type_coculture	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE201174
GSE202724	true	Decellularized spinal-cord matrix versus collagen astrocyte culture	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE202724&file=GSE202724_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE202724_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE202nnn/GSE202724/miniml/GSE202724_family.xml.tgz	GSE202724_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	growth protocol	treatment	cultured on DSCM	cultured on COLI	dscm	collagen	GSE202724_astrocyte_DSCM_vs_collagen	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202724
GSE206374	true	BHLHE40 overexpression in stimulated Jurkat cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE206374&file=GSE206374_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE206374_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206374/miniml/GSE206374_family.xml.tgz	GSE206374_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype		BHLHE40-OE	WT	bhlhe40_overexpression	vector_control	GSE206374_Jurkat_BHLHE40_overexpression_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE206374
GSE210336	true	Bifidobacterium longum response in neonatal and adult T cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE210336&file=GSE210336_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE210336_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE210nnn/GSE210336/miniml/GSE210336_family.xml.tgz	GSE210336_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	treatment	tissue	B. longum	PBS	b_longum	pbs	GSE210336_T_cell_B_longum_vs_PBS	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE210336
GSE212248	true	Biallelic RB1 mutation versus wild type in iPSC-derived microglia	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE212248&file=GSE212248_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE212248_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE212nnn/GSE212248/miniml/GSE212248_family.xml.tgz	GSE212248_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	genotype	treatment	RB1 homozygous mutation	WT	rb1_biallelic	wild_type	GSE212248_microglia_RB1_biallelic_vs_wild_type	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE212248
GSE216125	false	ROHHAD versus neurotypical iPSC-derived neurons	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE216125&file=GSE216125_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE216125_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE216nnn/GSE216125/miniml/GSE216125_family.xml.tgz	GSE216125_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6659011,GSM6659012,GSM6659013	GSM6659008,GSM6659009,GSM6659010	rohhad	neurotypical_control	GSE216125_ROHHAD_neurons_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE216125
GSE221945	false	TBX5 G145R Brugada syndrome versus population-control cardiomyocytes	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE221945&file=GSE221945_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE221945_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE221nnn/GSE221945/miniml/GSE221945_family.xml.tgz	GSE221945_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM6910336,GSM6910337,GSM6910338,GSM6910339	GSM6910332,GSM6910333,GSM6910334,GSM6910335	tbx5_g145r	population_control	GSE221945_cardiomyocyte_TBX5_G145R_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE221945
GSE142221	true	FOXA1 knockdown in LNCaP prostate cancer cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE142221&file=GSE142221_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE142221_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142221/miniml/GSE142221_family.xml.tgz	GSE142221_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4824122,GSM4824123,GSM4824124	GSM4824119,GSM4824120,GSM4824121	foxa1_knockdown	sirna_control	GSE142221_LNCaP_FOXA1_knockdown_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142221
GSE142394	true	Co-culture response in H9 human embryonic stem cells	human	hg38	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&acc=GSE142394&file=GSE142394_raw_counts_GRCh38.p13_NCBI.tsv.gz	GSE142394_raw_counts_GRCh38.p13_NCBI.tsv.gz	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142394/miniml/GSE142394_family.xml.tgz	GSE142394_family.xml.tgz	https://www.ncbi.nlm.nih.gov/geo/download/?format=file&type=rnaseq_counts&file=Human.GRCh38.p13.annot.tsv.gz	Human.GRCh38.p13.annot.tsv.gz	accession	GeneID	GeneID	Symbol	__accession__		GSM4226891,GSM4226892	GSM4226893,GSM4226894	co_culture	control	GSE142394_H9_co_culture_vs_control	https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE142394
