local_path	source_uri
# ---- KF-TALL-vs-GTEx : tumor KF-TALL + reference GTEx v10 Whole Blood ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-TALL-vs-GTEx/de_inputs/combined_counts.tsv	Kids First DRC RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/) — tumor study: "Comprehensive Genomic Profiling ... T-cell Acute Lymphoblastic Leukemia" | reference: GTEx v10 Whole Blood gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-TALL-vs-GTEx/de_inputs/sample_metadata.tsv	Kids First DRC clinical/biospecimen metadata (T-cell ALL) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
# ---- KF-NBL-vs-adrenal : tumor KF-NBL + reference GTEx v10 Adrenal Gland ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-NBL-vs-adrenal/de_inputs/combined_counts.tsv	Kids First DRC RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/) — tumor study: "Discovering the Genetic Basis of Human Neuroblastoma: A Gabriella Miller Kids First Pediatric Research Program (Kids First) Project" | reference: GTEx v10 Adrenal Gland gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-NBL-vs-adrenal/de_inputs/sample_metadata.tsv	Kids First DRC clinical/biospecimen metadata (Neuroblastoma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
# ---- KF-ESGR-vs-muscle : tumor KF-ESGR + reference GTEx v10 Muscle - Skeletal ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-ESGR-vs-muscle/de_inputs/combined_counts.tsv	Kids First DRC RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/) — tumor study: "Kids First: Expanded Ewing sarcoma cohort for tumor genomics and association with DNA repair deficiencies, clinical presentation, and outcome" | reference: GTEx v10 Muscle - Skeletal gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-ESGR-vs-muscle/de_inputs/sample_metadata.tsv	Kids First DRC clinical/biospecimen metadata (Ewing sarcoma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
# ---- KF-MMC-vs-blood : tumor KF-MMC (AML/myeloid) + reference GTEx v10 Whole Blood ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-MMC-vs-blood/de_inputs/combined_counts.tsv	Kids First DRC RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/) — tumor study: "Kids First: Germline and Somatic Variants in Myeloid Malignancies in Children" | reference: GTEx v10 Whole Blood gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-MMC-vs-blood/de_inputs/sample_metadata.tsv	Kids First DRC clinical/biospecimen metadata (Myeloid malignancies) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
# ---- KF-BLOOD-vs-normal : tumor KF-TALL + KF-MMC (merged) + reference GTEx v10 Whole Blood ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-BLOOD-vs-normal/de_inputs/combined_counts.tsv	Kids First DRC RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/) — tumor studies: T-cell ALL cohort + Myeloid malignancies cohort (merged) | reference: GTEx v10 Whole Blood gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/KF-BLOOD-vs-normal/de_inputs/sample_metadata.tsv	Kids First DRC clinical/biospecimen metadata (T-cell ALL + Myeloid, merged) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
# ---- CBTN-*-vs-brain_cortex : tumor CBTN (diagnosis) + reference GTEx v10 Brain - Cortex ----
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-atypical_teratoid_rhabdoid_tumor-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: atypical teratoid rhabdoid tumor | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-atypical_teratoid_rhabdoid_tumor-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (atypical teratoid rhabdoid tumor) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-craniopharyngioma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: craniopharyngioma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-craniopharyngioma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (craniopharyngioma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-ependymoma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: ependymoma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-ependymoma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (ependymoma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-ganglioglioma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: ganglioglioma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-ganglioglioma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (ganglioglioma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-low_grade_glioma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: low-grade glioma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-low_grade_glioma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (low-grade glioma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-malignant_glioma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: malignant / high-grade glioma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-malignant_glioma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (malignant / high-grade glioma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-medulloblastoma-vs-brain_cortex/de_inputs/combined_counts.tsv	Children's Brain Tumor Network (CBTN) pediatric brain tumor RSEM gene expression (DRS drs://nci-crdc.datacommons.io/dg.4DFC/ ; https://cbtn.org) — diagnosis: medulloblastoma | reference: GTEx v10 Brain - Cortex gene reads (https://gtexportal.org/home/downloads/adult-gtex/bulk_tissue_expression)
/lab-share/RC-Data-Science-e2/Groups/gnomad/kyuryung/geneset-extractor-dev/KidsFirst_non_CBTN/outputs/analysis/CBTN-medulloblastoma-vs-brain_cortex/de_inputs/sample_metadata.tsv	CBTN clinical/biospecimen metadata (medulloblastoma) + GTEx v10 sample attributes / subject phenotypes (https://gtexportal.org/home/downloads/adult-gtex/metadata)
